run_id,model,bin,conf,acc,size
8,RandomForest,6,0.9404294473616763,0.8518189884649512,2254
8,RandomForest,7,0.9999999998233228,0.9596273291925466,2254
8,RandomForest,8,1.0,0.9822537710736469,2254
8,RandomForest,9,1.0,0.9818423383525243,2258
8,MLP,0,0.0005654692156977164,0.2502218278615794,2254
8,MLP,1,0.0016515900364939165,0.007985803016858917,2254
8,MLP,2,0.0032802371069930313,0.10514640638864241,2254
8,MLP,3,0.04448386456120045,0.15705412599822538,2254
8,MLP,4,0.31580498965337395,0.7218278615794144,2254
8,MLP,5,0.5579185115289712,0.7599822537710736,2254
8,MLP,6,0.7724636077845344,0.7151730257320319,2254
8,MLP,7,0.9973774812335796,0.9760425909494232,2254
8,MLP,8,0.9999999719642649,0.9982253771073647,2254
8,MLP,9,0.9999999875744832,1.0,2258
8,XGBoost,0,4.5168048056378176e-13,0.001774622892635315,2254
8,XGBoost,1,1.0168443694868009e-11,0.021739130434782608,2254
8,XGBoost,2,1.6678729530162688e-10,0.013753327417923691,2254
8,XGBoost,3,5.994115064443924e-07,0.5066548358473825,2254
8,XGBoost,4,0.0004418556058171146,0.6712511091393079,2254
8,XGBoost,5,0.27010612373345066,0.7950310559006211,2254
8,XGBoost,6,0.9930061139230478,0.7515527950310559,2254
8,XGBoost,7,0.9999998198398027,0.9476486246672582,2254
8,XGBoost,8,0.9999999999836711,0.9875776397515528,2254
8,XGBoost,9,0.9999999999974026,0.9946855624446412,2258
9,QSVM,0,0.009282968759396128,0.10736468500443656,2254
9,QSVM,1,0.017144326272067783,0.080301685891748,2254
9,QSVM,2,0.020152477207449667,0.035048802129547474,2254
9,QSVM,3,0.022113076852854407,0.3460514640638864,2254
9,QSVM,4,0.07616530713991054,0.6779059449866903,2254
9,QSVM,5,0.32794679162282064,0.7320319432120674,2254
9,QSVM,6,0.7357717280710587,0.8039041703637977,2254
9,QSVM,7,0.9524422262217153,0.9503105590062112,2254
9,QSVM,8,0.9744099036644702,0.9800354924578527,2254
9,QSVM,9,0.989575912611647,0.978742249778565,2258
9,SVM-RBF,0,0.010077504682544904,0.1095829636202307,2254
9,SVM-RBF,1,0.015994484989279023,0.05102040816326531,2254
9,SVM-RBF,2,0.02761253574724533,0.1650399290150843,2254
9,SVM-RBF,3,0.03793953191716123,0.34205856255545697,2254
9,SVM-RBF,4,0.1994116483214702,0.6699201419698314,2254
9,SVM-RBF,5,0.48700561965189454,0.6486246672582077,2254
9,SVM-RBF,6,0.732310773896469,0.7471162377994676,2254
9,SVM-RBF,7,0.9386599436595657,0.958740017746229,2254
9,SVM-RBF,8,0.9860388066680705,1.0,2254
9,SVM-RBF,9,0.9948966338279129,0.9995571302037201,2258
9,RandomForest,0,1.194428894822015e-42,0.00709849157054126,2254
9,RandomForest,1,1.194428894822015e-42,0.00709849157054126,2254
9,RandomForest,2,9.236952590609543e-17,0.022182786157941437,2254
9,RandomForest,3,1.9936743988115045e-08,0.48580301685891747,2254
9,RandomForest,4,7.4900449147082e-05,0.7258207630878438,2254
9,RandomForest,5,0.06051605061086753,0.7777284826974268,2254
9,RandomForest,6,0.8335489086367313,0.751109139307897,2254
9,RandomForest,7,0.9999999598911545,0.9334516415261757,2254
9,RandomForest,8,1.0,0.9897959183673469,2254
9,RandomForest,9,1.0,0.991585473870682,2258
9,MLP,0,0.0019592654235460988,0.0,2254
9,MLP,1,0.0028208301155898496,0.00044365572315882877,2254
9,MLP,2,0.0035020253084561423,0.11623779946761313,2254
9,MLP,3,0.044991008168968484,0.5093167701863354,2254
9,MLP,4,0.2971593498298989,0.7275953859804791,2254
9,MLP,5,0.5334277549655073,0.5692102928127772,2254
9,MLP,6,0.7980015189728417,0.8163265306122449,2254
9,MLP,7,0.9951044226043332,0.9543034605146407,2254
9,MLP,8,0.9999954968295828,0.9982253771073647,2254
9,MLP,9,0.9999993911482793,1.0,2258
9,XGBoost,0,9.515484754155446e-11,0.012866015971606033,2254
9,XGBoost,1,2.615240592749841e-10,0.008873114463176575,2254
9,XGBoost,2,2.0264285421156837e-09,0.026175687666370896,2254
9,XGBoost,3,4.837445921723087e-06,0.5044365572315883,2254
9,XGBoost,4,0.000845450835642773,0.7377994676131322,2254
9,XGBoost,5,0.27879139153655674,0.7231588287488908,2254
9,XGBoost,6,0.9673644224630553,0.7559893522626442,2254
9,XGBoost,7,0.9999991160296521,0.929902395740905,2254
9,XGBoost,8,0.999999999784543,0.9946761313220941,2254
9,XGBoost,9,0.9999999999243682,0.9977856510186005,2258
10,QSVM,0,0.006323106875290258,0.1850044365572316,2254
10,QSVM,1,0.01986968698997469,0.08074534161490683,2254
