f1,acc,ece_full,mce_full,ece_rare,mce_rare,brier_full,brier_rare,auc_roc,auc_pr,platt_A,platt_B,run_id,model,mix,n_test
0.8213233627917517,0.8376068376068376,0.15434561044290407,0.5082374505348476,0.4955746699040216,0.9999999981474724,0.15382274204674698,0.48304975092568125,0.9402205618600392,0.929724863811938,9.38879,-0.11445,7,RandomForest,Balanced_50/50,19422
0.8404843379836799,0.8016583024219943,0.1861122148323317,0.6273867975252488,0.5081811558904687,0.9999999984795862,0.1871905932613486,0.4953787701242872,0.9403340153782414,0.9670665161242282,9.38879,-0.11445,7,RandomForest,AttackHeavy_30/70,18332
0.8356780689852175,0.8659949915555297,0.10586939609002491,0.40768782593564057,,,0.12529514037535056,,0.9475460928059527,0.9274993720837882,9.38879,-0.11445,7,RandomForest,DoS_only,17171
0.8231710575535723,0.8296261970960767,0.08681903815684747,0.2839106695013358,0.5012116926249295,0.838991017676375,0.12243345366589843,0.3032999860363242,0.9034226887456303,0.9233091685355848,1.12636,-0.02155,7,MLP,Balanced_50/50,19422
0.8582610891339113,0.816277547457997,0.15222773646868487,0.4319966708200365,0.503743258684787,0.8360375260432704,0.1422677739574591,0.30500417673044555,0.9051362129314416,0.9615791905495134,1.12636,-0.02155,7,MLP,AttackHeavy_30/70,18332
0.8190091001011123,0.8436317046182517,0.07157098237820704,0.32566960793938343,,,0.11450657230475769,,0.8822296058503623,0.9063102104118403,1.12636,-0.02155,7,MLP,DoS_only,17171
0.8107676514200981,0.8291628050664195,0.16084952402516972,0.5448602326518186,0.5168620252367561,0.9999999601202418,0.1681921185770122,0.496919600691276,0.9393724917227639,0.9361499848216523,5.15192,-1.21809,7,XGBoost,Balanced_50/50,19422
0.8299951364018217,0.7902574732707833,0.20729475374595352,0.6781049302367747,0.5308116236107904,0.9999999613032455,0.20902976149398036,0.5113534510552276,0.9399469172345285,0.9703388777262456,5.15192,-1.21809,7,XGBoost,AttackHeavy_30/70,18332
0.814444202740918,0.8509696581445461,0.09970829938104776,0.4344787387359959,,,0.14538626978933,,0.9434423747095344,0.932142088547559,5.15192,-1.21809,7,XGBoost,DoS_only,17171
0.7852421040736765,0.8042940994748223,0.11238394335858427,0.4979964226775368,0.5316534542979972,0.9573202716811919,0.14214508871368514,0.4032823307711066,0.9210166553590295,0.9229228460117201,3.33785,-0.17395,8,QSVM,Balanced_50/50,19422
0.8123231966053748,0.7683831551385555,0.18343252257710707,0.7138490381857256,0.530850718572095,0.9572639434867972,0.17589796588522538,0.40197711331688696,0.9202351802960937,0.963062561629612,3.33785,-0.17395,8,QSVM,AttackHeavy_30/70,18332
0.8245626166931748,0.8522508881253276,0.07940022216149285,0.3171348984005721,,,0.1055830219547373,,0.9447103668678978,0.933135520497386,3.33785,-0.17395,8,QSVM,DoS_only,17171
0.7958035080050271,0.8075893316857172,0.10925700250852798,0.3344278053732294,0.5149210350202458,0.915803318076578,0.14622090455166695,0.3361682247310364,0.8983211931185475,0.9086195170645717,2.07716,-0.28323,8,SVM-RBF,Balanced_50/50,19422
0.8289842570627561,0.7837115426576479,0.18681274507885173,0.5080049612846015,0.5197721147651814,0.9208494418162205,0.1811400646602975,0.34301825090233434,0.8982049356267421,0.9544970101744025,2.07716,-0.28323,8,SVM-RBF,AttackHeavy_30/70,18332
0.7879458114459497,0.8213266554073729,0.08723482151886909,0.33502671095964853,,,0.12852533896567575,,0.9008036890809267,0.8995357014951622,2.07716,-0.28323,8,SVM-RBF,DoS_only,17171
0.770972598614875,0.8041911234682318,0.1627322370760446,0.681629290574538,0.6765038177686132,0.9999999452569699,0.17684607270162261,0.624592027356052,0.9349829684514114,0.9261823648782743,9.11298,0.23346,8,RandomForest,Balanced_50/50,19422
0.785036344275198,0.7467270346934323,0.21759331125444986,0.753300984982599,0.6842828469629693,0.9999999449084455,0.2265886871880793,0.6342870223417868,0.9350084081933983,0.9655563619571161,9.11298,0.23346,8,RandomForest,AttackHeavy_30/70,18332
0.8229112706282838,0.8606371207268069,0.12001524018165621,0.4272611497152583,,,0.13371168046893686,,0.9414107036518937,0.9238078078603877,9.11298,0.23346,8,RandomForest,DoS_only,17171
0.8305075737443529,0.8358047574915045,0.09650550178853493,0.308495012298866,0.5128163528254047,0.8019106826675787,0.1239508843124363,0.3112619274397642,0.9006668319415135,0.9216142913973611,1.33475,-0.23677,8,MLP,Balanced_50/50,19422
0.8645344943067649,0.823478071132446,0.14955919550058142,0.511501212264327,0.5155823674138711,0.8024168640902088,0.14533057365511526,0.31433987797136165,0.9014915925788992,0.9601339466974455,1.33475,-0.23677,8,MLP,AttackHeavy_30/70,18332
0.8277294038847958,0.8502125677013569,0.0766120535264865,0.32285768602051806,,,0.11072041695082592,,0.8841731882503548,0.9118250468488661,1.33475,-0.23677,8,MLP,DoS_only,17171
0.7734279564888604,0.7994542271650705,0.1680814463103653,0.6493696291704892,0.6945650931981685,0.9999891636719246,0.18868021992189146,0.656784248539948,0.9332841983704934,0.9270012587989187,3.89213,-0.32877,8,XGBoost,Balanced_50/50,19422
0.7948115339419687,0.7523456251363736,0.23380531178173683,0.7596698631082445,0.7035922359057728,0.9999896841907865,0.23357533191027544,0.6674465999657037,0.9325988685601785,0.9656622317028277,3.89213,-0.32877,8,XGBoost,AttackHeavy_30/70,18332
0.8102446373484468,0.8459612136742182,0.12282935693253261,0.4711703309708815,,,0.14562694208794258,,0.9417577645427383,0.9287370075931439,3.89213,-0.32877,8,XGBoost,DoS_only,17171
