ece_full,ece_rare,brier_full,brier_rare,auc_pr,f1,run_id,model,n_qubits,n_train,n_test,n_rare
0.14575731641054185,0.17601266763799486,0.1961401054606051,0.05011655631781194,0.8759350494698261,0.7878393286672816,6,QSVM,4,1000,82332,1682
0.17909941390482312,0.19796403314850441,0.19586887305262404,0.06684929398637447,0.8976171272956618,0.7648326594588818,6,SVM-RBF,4,1000,82332,1682
0.21845531806158897,0.06993642734477322,0.23185527249465748,0.06284412250760871,0.8999938127737271,0.7979392688105024,6,RandomForest,4,1000,82332,1682
0.11437408853428485,0.1296661556532208,0.15710169681805952,0.058309994956445774,0.9136972605753111,0.787723544313334,6,MLP,4,1000,82332,1682
0.2140905739596109,0.061076206533752626,0.22561368267944346,0.048400389232738435,0.9078861491038168,0.7933007730627126,6,XGBoost,4,1000,82332,1682
0.13590374319679005,0.1275515276946646,0.19359523743126528,0.05038830275557794,0.818355073594704,0.7957032178335472,6,QSVM,6,1000,82332,1682
0.1459416537491302,0.22830685075202817,0.17998715120182954,0.08235539884686621,0.9086292952240766,0.7793102139930187,6,SVM-RBF,6,1000,82332,1682
0.21216182688154966,0.07435502221578211,0.2285531292088115,0.06624832126910705,0.9094925198463727,0.7986773226387992,6,RandomForest,6,1000,82332,1682
0.10960078833329284,0.12787097828819285,0.1599071521491932,0.0605101838303396,0.9147685054406313,0.7864712346115881,6,MLP,6,1000,82332,1682
0.2185726550019137,0.05611094167188248,0.22815098253606445,0.04798417606241156,0.9135512439806531,0.7982081952717344,6,XGBoost,6,1000,82332,1682
0.14574010379357322,0.18875002028776247,0.19652951575335292,0.050186503490989985,0.8084202587301095,0.7842189014036928,7,QSVM,4,1000,82332,1682
0.1553320389666846,0.21802235549545582,0.19173209398808655,0.08362580966472913,0.8747780790703272,0.7861086337962373,7,SVM-RBF,4,1000,82332,1682
0.23702111957476324,0.07950601996403156,0.24332490949416347,0.07298836616212902,0.8957584704656768,0.7918302149584595,7,RandomForest,4,1000,82332,1682
