run_id,seed,regime,condition,model,f1_macro,accuracy,subset_path,train_size,eval_size,elapsed_sec
5,104,prior_shift,attack_50pct,QSVM_ZZ,0.8280838588839927,0.829,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run05_attack_50pct_N1000.csv,1000,1000,15.86534571647644
5,104,prior_shift,attack_50pct,QSVM_Z,0.7959708863783397,0.801,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run05_attack_50pct_N1000.csv,1000,1000,15.86534571647644
5,104,prior_shift,attack_50pct,SVM_Linear,0.7980431497555713,0.801,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run05_attack_50pct_N1000.csv,1000,1000,15.86534571647644
5,104,prior_shift,attack_50pct,SVM_Poly2,0.7643143332595328,0.769,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run05_attack_50pct_N1000.csv,1000,1000,15.86534571647644
5,104,prior_shift,attack_50pct,SVM_RBF,0.8238414573115804,0.824,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run05_attack_50pct_N1000.csv,1000,1000,15.86534571647644
5,104,prior_shift,attack_50pct,RandomForest,0.8055609566400933,0.808,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run05_attack_50pct_N1000.csv,1000,1000,15.86534571647644
5,104,prior_shift,attack_50pct,XGBoost,0.8171345899521014,0.819,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run05_attack_50pct_N1000.csv,1000,1000,15.86534571647644
6,105,prior_shift,attack_50pct,QSVM_ZZ,0.8078409003564045,0.81,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run06_attack_50pct_N1000.csv,1000,1000,15.74607801437378
6,105,prior_shift,attack_50pct,QSVM_Z,0.7645909896944308,0.771,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run06_attack_50pct_N1000.csv,1000,1000,15.74607801437378
6,105,prior_shift,attack_50pct,SVM_Linear,0.8162707787207426,0.817,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run06_attack_50pct_N1000.csv,1000,1000,15.74607801437378
6,105,prior_shift,attack_50pct,SVM_Poly2,0.8035355499384276,0.806,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run06_attack_50pct_N1000.csv,1000,1000,15.74607801437378
6,105,prior_shift,attack_50pct,SVM_RBF,0.839874461577877,0.84,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run06_attack_50pct_N1000.csv,1000,1000,15.74607801437378
6,105,prior_shift,attack_50pct,RandomForest,0.8373337189126663,0.838,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run06_attack_50pct_N1000.csv,1000,1000,15.74607801437378
6,105,prior_shift,attack_50pct,XGBoost,0.8435437736439457,0.844,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run06_attack_50pct_N1000.csv,1000,1000,15.74607801437378
7,106,prior_shift,attack_50pct,QSVM_ZZ,0.84425851478891,0.845,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run07_attack_50pct_N1000.csv,1000,1000,16.152156352996826
7,106,prior_shift,attack_50pct,QSVM_Z,0.8152501837347074,0.818,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run07_attack_50pct_N1000.csv,1000,1000,16.152156352996826
